,email,label,age,stripped,features,padded
401,Kurtis.Towne@yahoo.com,0.0,-100.0,kurtis.towne,"[24, 34, 31, 33, 22, 32, 11, 33, 28, 36, 27, 18]","[24, 34, 31, 33, 22, 32, 11, 33, 28, 36, 27, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
402,Pietro2@mail.com,0.0,-100.0,pietro2,"[29, 22, 18, 33, 31, 28, 3]","[29, 22, 18, 33, 31, 28, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
403,madeline_ross2005@aol.com,1.0,19.0,madeline_ross2005,"[26, 14, 17, 18, 25, 22, 27, 18, 12, 31, 28, 32, 32, 3, 1, 1, 6]","[26, 14, 17, 18, 25, 22, 27, 18, 12, 31, 28, 32, 32, 3, 1, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
404,david.mitchell@gmail.com,0.0,-100.0,david.mitchell,"[17, 14, 35, 22, 17, 11, 26, 22, 33, 16, 21, 18, 25, 25]","[17, 14, 35, 22, 17, 11, 26, 22, 33, 16, 21, 18, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
405,Oral.Lind28@gmail.com,3.0,96.0,oral.lind28,"[28, 31, 14, 25, 11, 25, 22, 27, 17, 3, 9]","[28, 31, 14, 25, 11, 25, 22, 27, 17, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
406,alex97@gmail.com,2.0,27.0,alex97,"[14, 25, 18, 37, 10, 8]","[14, 25, 18, 37, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
407,Ima56@aol.com,3.0,68.0,ima56,"[22, 26, 14, 6, 7]","[22, 26, 14, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
408,john.jones@hotmail.com,0.0,-100.0,john.jones,"[23, 28, 21, 27, 11, 23, 28, 27, 18, 32]","[23, 28, 21, 27, 11, 23, 28, 27, 18, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
409,robert.turner54@protonmail.com,3.0,70.0,robert.turner54,"[31, 28, 15, 18, 31, 33, 11, 33, 34, 31, 27, 18, 31, 6, 5]","[31, 28, 15, 18, 31, 33, 11, 33, 34, 31, 27, 18, 31, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
410,rebecca.evans@protonmail.com,0.0,-100.0,rebecca.evans,"[31, 18, 15, 18, 16, 16, 14, 11, 18, 35, 14, 27, 32]","[31, 18, 15, 18, 16, 16, 14, 11, 18, 35, 14, 27, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
411,Joanne.Hickle91@mail.com,2.0,33.0,joanne.hickle91,"[23, 28, 14, 27, 27, 18, 11, 21, 22, 16, 24, 25, 18, 10, 2]","[23, 28, 14, 27, 27, 18, 11, 21, 22, 16, 24, 25, 18, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
412,arthur99_archi@gmail.com,2.0,25.0,arthur99_archi,"[14, 31, 33, 21, 34, 31, 10, 10, 12, 14, 31, 16, 21, 22]","[14, 31, 33, 21, 34, 31, 10, 10, 12, 14, 31, 16, 21, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
413,Elisha.Grant93@protonmail.com,2.0,31.0,elisha.grant93,"[18, 25, 22, 32, 21, 14, 11, 20, 31, 14, 27, 33, 10, 4]","[18, 25, 22, 32, 21, 14, 11, 20, 31, 14, 27, 33, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
414,adam_henderson5432@gmail.com,0.0,-100.0,adam_henderson5432,"[14, 17, 14, 26, 12, 21, 18, 27, 17, 18, 31, 32, 28, 27, 6, 5, 4, 3]","[14, 17, 14, 26, 12, 21, 18, 27, 17, 18, 31, 32, 28, 27, 6, 5, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
415,Murray_Waters@protonmail.com,0.0,-100.0,murray_waters,"[26, 34, 31, 31, 14, 38, 12, 36, 14, 33, 18, 31, 32]","[26, 34, 31, 31, 14, 38, 12, 36, 14, 33, 18, 31, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
416,robert2002_harris@protonmail.com,1.0,22.0,robert2002_harris,"[31, 28, 15, 18, 31, 33, 3, 1, 1, 3, 12, 21, 14, 31, 31, 22, 32]","[31, 28, 15, 18, 31, 33, 3, 1, 1, 3, 12, 21, 14, 31, 31, 22, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
417,jason1985_davis@yahoo.com,2.0,39.0,jason1985_davis,"[23, 14, 32, 28, 27, 2, 10, 9, 6, 12, 17, 14, 35, 22, 32]","[23, 14, 32, 28, 27, 2, 10, 9, 6, 12, 17, 14, 35, 22, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
418,Bonnie5@gmail.com,0.0,-100.0,bonnie5,"[15, 28, 27, 27, 22, 18, 6]","[15, 28, 27, 27, 22, 18, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
419,george.thomas@hotmail.com,0.0,-100.0,george.thomas,"[20, 18, 28, 31, 20, 18, 11, 33, 21, 28, 26, 14, 32]","[20, 18, 28, 31, 20, 18, 11, 33, 21, 28, 26, 14, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
420,alice.carter1653@gmail.com,0.0,-100.0,alice.carter1653,"[14, 25, 22, 16, 18, 11, 16, 14, 31, 33, 18, 31, 2, 7, 6, 4]","[14, 25, 22, 16, 18, 11, 16, 14, 31, 33, 18, 31, 2, 7, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
421,sarah_smith2001@gmail.com,1.0,23.0,sarah_smith2001,"[32, 14, 31, 14, 21, 12, 32, 26, 22, 33, 21, 3, 1, 1, 2]","[32, 14, 31, 14, 21, 12, 32, 26, 22, 33, 21, 3, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
422,amanda_ward1999@gmail.com,1.0,25.0,amanda_ward1999,"[14, 26, 14, 27, 17, 14, 12, 36, 14, 31, 17, 2, 10, 10, 10]","[14, 26, 14, 27, 17, 14, 12, 36, 14, 31, 17, 2, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
423,mark_sanders1999@gmail.com,1.0,25.0,mark_sanders1999,"[26, 14, 31, 24, 12, 32, 14, 27, 17, 18, 31, 32, 2, 10, 10, 10]","[26, 14, 31, 24, 12, 32, 14, 27, 17, 18, 31, 32, 2, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
424,Emmet_Moen37@aol.com,3.0,87.0,emmet_moen37,"[18, 26, 26, 18, 33, 12, 26, 28, 18, 27, 4, 8]","[18, 26, 26, 18, 33, 12, 26, 28, 18, 27, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
425,Rod.Ferry@mail.com,0.0,-100.0,rod.ferry,"[31, 28, 17, 11, 19, 18, 31, 31, 38]","[31, 28, 17, 11, 19, 18, 31, 31, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
426,eliza.miller@outlook.com,0.0,-100.0,eliza.miller,"[18, 25, 22, 39, 14, 11, 26, 22, 25, 25, 18, 31]","[18, 25, 22, 39, 14, 11, 26, 22, 25, 25, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
427,kevin1988_morris@outlook.com,2.0,36.0,kevin1988_morris,"[24, 18, 35, 22, 27, 2, 10, 9, 9, 12, 26, 28, 31, 31, 22, 32]","[24, 18, 35, 22, 27, 2, 10, 9, 9, 12, 26, 28, 31, 31, 22, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
428,claire1984_hall@yahoo.com,2.0,40.0,claire1984_hall,"[16, 25, 14, 22, 31, 18, 2, 10, 9, 5, 12, 21, 14, 25, 25]","[16, 25, 14, 22, 31, 18, 2, 10, 9, 5, 12, 21, 14, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
429,Genevieve_Sawayn-Kunde79@gmail.com,2.0,45.0,genevieve_sawayn-kunde79,"[20, 18, 27, 18, 35, 22, 18, 35, 18, 12, 32, 14, 36, 14, 38, 27, 13, 24, 34, 27, 17, 18, 8, 10]","[20, 18, 27, 18, 35, 22, 18, 35, 18, 12, 32, 14, 36, 14, 38, 27, 13, 24, 34, 27, 17, 18, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0]"
430,patrick.morgan@hotmail.com,0.0,-100.0,patrick.morgan,"[29, 14, 33, 31, 22, 16, 24, 11, 26, 28, 31, 20, 14, 27]","[29, 14, 33, 31, 22, 16, 24, 11, 26, 28, 31, 20, 14, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
431,sophia1999_adams@outlook.com,1.0,25.0,sophia1999_adams,"[32, 28, 29, 21, 22, 14, 2, 10, 10, 10, 12, 14, 17, 14, 26, 32]","[32, 28, 29, 21, 22, 14, 2, 10, 10, 10, 12, 14, 17, 14, 26, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
432,matthew.davis01@hotmail.com,1.0,23.0,matthew.davis01,"[26, 14, 33, 33, 21, 18, 36, 11, 17, 14, 35, 22, 32, 1, 2]","[26, 14, 33, 33, 21, 18, 36, 11, 17, 14, 35, 22, 32, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
433,Rey.Weber44@gmail.com,3.0,80.0,rey.weber44,"[31, 18, 38, 11, 36, 18, 15, 18, 31, 5, 5]","[31, 18, 38, 11, 36, 18, 15, 18, 31, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
434,jessica45_blaze@gmail.com,3.0,79.0,jessica45_blaze,"[23, 18, 32, 32, 22, 16, 14, 5, 6, 12, 15, 25, 14, 39, 18]","[23, 18, 32, 32, 22, 16, 14, 5, 6, 12, 15, 25, 14, 39, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
435,Aron42@mail.com,3.0,82.0,aron42,"[14, 31, 28, 27, 5, 3]","[14, 31, 28, 27, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
436,jacob.green05@yahoo.com,1.0,19.0,jacob.green05,"[23, 14, 16, 28, 15, 11, 20, 31, 18, 18, 27, 1, 6]","[23, 14, 16, 28, 15, 11, 20, 31, 18, 18, 27, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
437,Reva79@gmail.com,2.0,45.0,reva79,"[31, 18, 35, 14, 8, 10]","[31, 18, 35, 14, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
438,olivia23_fire@hotmail.com,1.0,1.0,olivia23_fire,"[28, 25, 22, 35, 22, 14, 3, 4, 12, 19, 22, 31, 18]","[28, 25, 22, 35, 22, 14, 3, 4, 12, 19, 22, 31, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
439,9087_steve.s@gmail.com,0.0,-100.0,9087_steve.s,"[10, 1, 9, 8, 12, 32, 33, 18, 35, 18, 11, 32]","[10, 1, 9, 8, 12, 32, 33, 18, 35, 18, 11, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
440,Faye.Rowe25@protonmail.com,3.0,99.0,faye.rowe25,"[19, 14, 38, 18, 11, 31, 28, 36, 18, 3, 6]","[19, 14, 38, 18, 11, 31, 28, 36, 18, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
441,Freddy.Green@aol.com,0.0,-100.0,freddy.green,"[19, 31, 18, 17, 17, 38, 11, 20, 31, 18, 18, 27]","[19, 31, 18, 17, 17, 38, 11, 20, 31, 18, 18, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
442,Paula_Rogahn56@tutanota.com,3.0,68.0,paula_rogahn56,"[29, 14, 34, 25, 14, 12, 31, 28, 20, 14, 21, 27, 6, 7]","[29, 14, 34, 25, 14, 12, 31, 28, 20, 14, 21, 27, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
443,Hosea59@yahoo.com,3.0,65.0,hosea59,"[21, 28, 32, 18, 14, 6, 10]","[21, 28, 32, 18, 14, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
444,Myrtle.Hermiston60@yahoo.com,3.0,64.0,myrtle.hermiston60,"[26, 38, 31, 33, 25, 18, 11, 21, 18, 31, 26, 22, 32, 33, 28, 27, 7, 1]","[26, 38, 31, 33, 25, 18, 11, 21, 18, 31, 26, 22, 32, 33, 28, 27, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
445,emma1987_taylor@gmail.com,2.0,37.0,emma1987_taylor,"[18, 26, 26, 14, 2, 10, 9, 8, 12, 33, 14, 38, 25, 28, 31]","[18, 26, 26, 14, 2, 10, 9, 8, 12, 33, 14, 38, 25, 28, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
446,Elta37@protonmail.com,3.0,87.0,elta37,"[18, 25, 33, 14, 4, 8]","[18, 25, 33, 14, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
447,Beth_Johnston94@gmail.com,2.0,30.0,beth_johnston94,"[15, 18, 33, 21, 12, 23, 28, 21, 27, 32, 33, 28, 27, 10, 5]","[15, 18, 33, 21, 12, 23, 28, 21, 27, 32, 33, 28, 27, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
448,rachel2006_wright@icloud.com,0.0,-100.0,rachel2006_wright,"[31, 14, 16, 21, 18, 25, 3, 1, 1, 7, 12, 36, 31, 22, 20, 21, 33]","[31, 14, 16, 21, 18, 25, 3, 1, 1, 7, 12, 36, 31, 22, 20, 21, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
449,abigail1987_powell@yahoo.com,2.0,37.0,abigail1987_powell,"[14, 15, 22, 20, 14, 22, 25, 2, 10, 9, 8, 12, 29, 28, 36, 18, 25, 25]","[14, 15, 22, 20, 14, 22, 25, 2, 10, 9, 8, 12, 29, 28, 36, 18, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
450,Evie_Beier@protonmail.com,0.0,-100.0,evie_beier,"[18, 35, 22, 18, 12, 15, 18, 22, 18, 31]","[18, 35, 22, 18, 12, 15, 18, 22, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
451,carter.james99@hotmail.com,2.0,25.0,carter.james99,"[16, 14, 31, 33, 18, 31, 11, 23, 14, 26, 18, 32, 10, 10]","[16, 14, 31, 33, 18, 31, 11, 23, 14, 26, 18, 32, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
452,sarah.brown@yahoo.com,0.0,-100.0,sarah.brown,"[32, 14, 31, 14, 21, 11, 15, 31, 28, 36, 27]","[32, 14, 31, 14, 21, 11, 15, 31, 28, 36, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
453,grace.roberts1705@gmail.com,0.0,-100.0,grace.roberts1705,"[20, 31, 14, 16, 18, 11, 31, 28, 15, 18, 31, 33, 32, 2, 8, 1, 6]","[20, 31, 14, 16, 18, 11, 31, 28, 15, 18, 31, 33, 32, 2, 8, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
454,Glenda_Gleason@yahoo.com,0.0,-100.0,glenda_gleason,"[20, 25, 18, 27, 17, 14, 12, 20, 25, 18, 14, 32, 28, 27]","[20, 25, 18, 27, 17, 14, 12, 20, 25, 18, 14, 32, 28, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
455,katherine.foster1710@gmail.com,0.0,-100.0,katherine.foster1710,"[24, 14, 33, 21, 18, 31, 22, 27, 18, 11, 19, 28, 32, 33, 18, 31, 2, 8, 2, 1]","[24, 14, 33, 21, 18, 31, 22, 27, 18, 11, 19, 28, 32, 33, 18, 31, 2, 8, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
456,Octavia.Thiel@gmail.com,0.0,-100.0,octavia.thiel,"[28, 16, 33, 14, 35, 22, 14, 11, 33, 21, 22, 18, 25]","[28, 16, 33, 14, 35, 22, 14, 11, 33, 21, 22, 18, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
457,andrew_james7654@hotmail.com,0.0,-100.0,andrew_james7654,"[14, 27, 17, 31, 18, 36, 12, 23, 14, 26, 18, 32, 8, 7, 6, 5]","[14, 27, 17, 31, 18, 36, 12, 23, 14, 26, 18, 32, 8, 7, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
458,Elwin80@icloud.com,2.0,44.0,elwin80,"[18, 25, 36, 22, 27, 9, 1]","[18, 25, 36, 22, 27, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
459,Herta_Abernathy13@mail.com,1.0,11.0,herta_abernathy13,"[21, 18, 31, 33, 14, 12, 14, 15, 18, 31, 27, 14, 33, 21, 38, 2, 4]","[21, 18, 31, 33, 14, 12, 14, 15, 18, 31, 27, 14, 33, 21, 38, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
460,katie_thompson1981@gmail.com,2.0,43.0,katie_thompson1981,"[24, 14, 33, 22, 18, 12, 33, 21, 28, 26, 29, 32, 28, 27, 2, 10, 9, 2]","[24, 14, 33, 22, 18, 12, 33, 21, 28, 26, 29, 32, 28, 27, 2, 10, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
461,caleb_phillips34567@icloud.com,0.0,-100.0,caleb_phillips34567,"[16, 14, 25, 18, 15, 12, 29, 21, 22, 25, 25, 22, 29, 32, 4, 5, 6, 7, 8]","[16, 14, 25, 18, 15, 12, 29, 21, 22, 25, 25, 22, 29, 32, 4, 5, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
462,ryan33_blaze@hotmail.com,3.0,91.0,ryan33_blaze,"[31, 38, 14, 27, 4, 4, 12, 15, 25, 14, 39, 18]","[31, 38, 14, 27, 4, 4, 12, 15, 25, 14, 39, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
463,elizabeth.miller1732@gmail.com,0.0,-100.0,elizabeth.miller1732,"[18, 25, 22, 39, 14, 15, 18, 33, 21, 11, 26, 22, 25, 25, 18, 31, 2, 8, 4, 3]","[18, 25, 22, 39, 14, 15, 18, 33, 21, 11, 26, 22, 25, 25, 18, 31, 2, 8, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
464,daniel.jackson@hotmail.com,0.0,-100.0,daniel.jackson,"[17, 14, 27, 22, 18, 25, 11, 23, 14, 16, 24, 32, 28, 27]","[17, 14, 27, 22, 18, 25, 11, 23, 14, 16, 24, 32, 28, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
465,Sister87@icloud.com,2.0,37.0,sister87,"[32, 22, 32, 33, 18, 31, 9, 8]","[32, 22, 32, 33, 18, 31, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
466,tyler.hayes86@gmail.com,2.0,38.0,tyler.hayes86,"[33, 38, 25, 18, 31, 11, 21, 14, 38, 18, 32, 9, 7]","[33, 38, 25, 18, 31, 11, 21, 14, 38, 18, 32, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
467,laura.davis@aol.com,0.0,-100.0,laura.davis,"[25, 14, 34, 31, 14, 11, 17, 14, 35, 22, 32]","[25, 14, 34, 31, 14, 11, 17, 14, 35, 22, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
468,Darrel_Roberts15@protonmail.com,1.0,9.0,darrel_roberts15,"[17, 14, 31, 31, 18, 25, 12, 31, 28, 15, 18, 31, 33, 32, 2, 6]","[17, 14, 31, 31, 18, 25, 12, 31, 28, 15, 18, 31, 33, 32, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
469,megan12_fire@aol.com,1.0,12.0,megan12_fire,"[26, 18, 20, 14, 27, 2, 3, 12, 19, 22, 31, 18]","[26, 18, 20, 14, 27, 2, 3, 12, 19, 22, 31, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
470,olivia.johnson91@gmail.com,2.0,33.0,olivia.johnson91,"[28, 25, 22, 35, 22, 14, 11, 23, 28, 21, 27, 32, 28, 27, 10, 2]","[28, 25, 22, 35, 22, 14, 11, 23, 28, 21, 27, 32, 28, 27, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
471,Clark.Hoppe14@icloud.com,1.0,10.0,clark.hoppe14,"[16, 25, 14, 31, 24, 11, 21, 28, 29, 29, 18, 2, 5]","[16, 25, 14, 31, 24, 11, 21, 28, 29, 29, 18, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
472,Rubye.Lebsack28@yahoo.com,3.0,96.0,rubye.lebsack28,"[31, 34, 15, 38, 18, 11, 25, 18, 15, 32, 14, 16, 24, 3, 9]","[31, 34, 15, 38, 18, 11, 25, 18, 15, 32, 14, 16, 24, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
473,michael.johnson@gmail.com,0.0,-100.0,michael.johnson,"[26, 22, 16, 21, 14, 18, 25, 11, 23, 28, 21, 27, 32, 28, 27]","[26, 22, 16, 21, 14, 18, 25, 11, 23, 28, 21, 27, 32, 28, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
474,olivia.johnson91@gmail.com,2.0,33.0,olivia.johnson91,"[28, 25, 22, 35, 22, 14, 11, 23, 28, 21, 27, 32, 28, 27, 10, 2]","[28, 25, 22, 35, 22, 14, 11, 23, 28, 21, 27, 32, 28, 27, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
475,Talon_Stark79@icloud.com,2.0,45.0,talon_stark79,"[33, 14, 25, 28, 27, 12, 32, 33, 14, 31, 24, 8, 10]","[33, 14, 25, 28, 27, 12, 32, 33, 14, 31, 24, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
476,victoria17_heat@protonmail.com,1.0,7.0,victoria17_heat,"[35, 22, 16, 33, 28, 31, 22, 14, 2, 8, 12, 21, 18, 14, 33]","[35, 22, 16, 33, 28, 31, 22, 14, 2, 8, 12, 21, 18, 14, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
477,andrew.clark88@gmail.com,2.0,36.0,andrew.clark88,"[14, 27, 17, 31, 18, 36, 11, 16, 25, 14, 31, 24, 9, 9]","[14, 27, 17, 31, 18, 36, 11, 16, 25, 14, 31, 24, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
478,Javonte.Bednar@tutanota.com,0.0,-100.0,javonte.bednar,"[23, 14, 35, 28, 27, 33, 18, 11, 15, 18, 17, 27, 14, 31]","[23, 14, 35, 28, 27, 33, 18, 11, 15, 18, 17, 27, 14, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
479,benjamin.mitchell1779@gmail.com,0.0,-100.0,benjamin.mitchell1779,"[15, 18, 27, 23, 14, 26, 22, 27, 11, 26, 22, 33, 16, 21, 18, 25, 25, 2, 8, 8, 10]","[15, 18, 27, 23, 14, 26, 22, 27, 11, 26, 22, 33, 16, 21, 18, 25, 25, 2, 8, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
480,Bertha66@gmail.com,3.0,58.0,bertha66,"[15, 18, 31, 33, 21, 14, 7, 7]","[15, 18, 31, 33, 21, 14, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
